Provinsi,Judul,Harga,Lokasi_Detail,Link
Banten,Oppo Reno 7 4G 8/256GB NFC,1800000,"PONDOK AREN, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/oppo-reno-7-4g-8256gb-nfc-iid-941851699
Banten,Huawei mate x6 12/512gb,23999000,"KELAPA DUA, TANGERANG KAB.",https://www.olx.co.id/item/huawei-mate-x6-12512gb-iid-935451047
Banten,Iphone 16 Pro Max 256GB (GARANSI IBOX PANJANG),18500000,"PAGEDANGAN, TANGERANG KAB.",https://www.olx.co.id/item/iphone-16-pro-max-256gb-garansi-ibox-panjang-iid-941971721
Banten,Asus ROG 9FE 12/512,7500000,"CILEDUG, TANGERANG KOTA",https://www.olx.co.id/item/asus-rog-9fe-12512-iid-942164390
Banten,Iphone 6 64 batangan,550000,"KARAWACI, TANGERANG KOTA",https://www.olx.co.id/item/iphone-6-64-batangan-iid-942164330
Banten,Huawei nova 7i 8 / 128,990000,"CIPUTAT TIMUR, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/huawei-nova-7i-8-128-iid-942164325
Banten,Redmi note 14 4G,2200000,"CIPONDOH, TANGERANG KOTA",https://www.olx.co.id/item/redmi-note-14-4g-iid-942164305
Banten,Redmi note12 pro 5g 8/256 Biru,2500000,"JATIUWUNG, TANGERANG KOTA",https://www.olx.co.id/item/redmi-note12-pro-5g-8256-biru-iid-942164292
Banten,Iphone 12 mini 64gb,2700000,"CILEDUG, TANGERANG KOTA",https://www.olx.co.id/item/iphone-12-mini-64gb-iid-942164248
Banten,Oppo reno 10 5G ram 8/256 gb second fullset minus lcd,2250000,"CIPUTAT TIMUR, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/oppo-reno-10-5g-ram-8256-gb-second-fullset-minus-lcd-iid-942164197
Banten,Vivo v20 se ram 8/128 gb second unit ony,1350000,"CIPUTAT TIMUR, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/vivo-v20-se-ram-8128-gb-second-unit-ony-iid-942164177
Banten,Poco x6 pro 12/512,3300000,"RAJEG, TANGERANG KAB.",https://www.olx.co.id/item/poco-x6-pro-12512-iid-942164173
Banten,Iphone 13 Pro Max Metalik Green ibox resmi,7600000,"TANGERANG, TANGERANG KOTA",https://www.olx.co.id/item/iphone-13-pro-max-metalik-green-ibox-resmi-iid-942164153
Banten,iPhone 11 iBox 64gb,4300000,"BATUCEPER, TANGERANG KOTA",https://www.olx.co.id/item/iphone-11-ibox-64gb-iid-942164150
Banten,iPhone 11 iBox 128 gb,5400000,"BATUCEPER, TANGERANG KOTA",https://www.olx.co.id/item/iphone-11-ibox-128-gb-iid-942164131
Banten,Iphone 17 Pro Max 256gb Digimap BH 100%/CC 24 garansi Oktober 2026,23000000,"CIPUTAT TIMUR, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/iphone-17-pro-max-256gb-digimap-bh-100cc-24-garansi-oktober-2026-iid-942164090
Banten,Iphone 14 promax 512 gb ibox purple,13600000,"CIPUTAT TIMUR, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/iphone-14-promax-512-gb-ibox-purple-iid-942112794
Banten,Samsung Galaxy Z Flip 6 White 512 GB,7750000,"PAGEDANGAN, TANGERANG KAB.",https://www.olx.co.id/item/samsung-galaxy-z-flip-6-white-512-gb-iid-942050580
Banten,Huawei mate X6 12/512 garansi resmi,16500000,"KELAPA DUA, TANGERANG KAB.",https://www.olx.co.id/item/huawei-mate-x6-12512-garansi-resmi-iid-941614546
Banten,iPHONE 17 PRO MAX 256GB SILVER BNIB GARANSI RESMI GDN BLIBLI 24 BULAN,25699000,"PINANG (PENANG), TANGERANG KOTA",https://www.olx.co.id/item/iphone-17-pro-max-256gb-silver-bnib-garansi-resmi-gdn-blibli-24-bulan-iid-941932386
Banten,Oppo a3s 3/32 mesin only,200000,"PONDOK AREN, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/oppo-a3s-332-mesin-only-iid-942164030
Banten,Iphone 15plus 128gb Digimap resmi,10500000,"TANGERANG SELATAN KOTA, BANTEN",https://www.olx.co.id/item/iphone-15plus-128gb-digimap-resmi-iid-942163971
Banten,iphone 13 256gb regis kemenprin Allop,6100000,"CILEDUG, TANGERANG KOTA",https://www.olx.co.id/item/iphone-13-256gb-regis-kemenprin-allop-iid-942163947
Banten,iphone 11 pro 64gb inter allop mulus,3800000,"CILEDUG, TANGERANG KOTA",https://www.olx.co.id/item/iphone-11-pro-64gb-inter-allop-mulus-iid-942163939
Banten,Samsung a07 6/128 Garansi resmi,1649900,"KARAWACI, TANGERANG KOTA",https://www.olx.co.id/item/samsung-a07-6128-garansi-resmi-iid-942163924
Banten,iphone 13 128gb,5200000,"CILEDUG, TANGERANG KOTA",https://www.olx.co.id/item/iphone-13-128gb-iid-942163913
Banten,SAMSUNG GALAXYNYA PROMO TAHUN BARU BONUS HINGGA 5JUTAAN,15999000,"SERANG, SERANG KOTA",https://www.olx.co.id/item/samsung-galaxynya-promo-tahun-baru-bonus-hingga-5jutaan-iid-942163883
Banten,Samsung Galaxy A13 6/128Gb,1350000,"KARAWACI, TANGERANG KOTA",https://www.olx.co.id/item/samsung-galaxy-a13-6128gb-iid-942163866
Banten,SAMSUNG S21 FE 5G | RAM 8/256GB | SEIN RESMI INDONESIA,1350000,"TUNJUNG TEJA, SERANG KAB.",https://www.olx.co.id/item/samsung-s21-fe-5g-ram-8256gb-sein-resmi-indonesia-iid-942163761
Banten,Samsung Galaxy S25+,17999000,"PONDOK AREN, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/samsung-galaxy-s25-iid-935553408
Banten,Samsung Galaxy S25,14499000,"PONDOK AREN, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/samsung-galaxy-s25-iid-935553916
Banten,Samsung Galaxy S25 Ultra,21499000,"PONDOK AREN, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/samsung-galaxy-s25-ultra-iid-935552894
Banten,Samsung Galaxy A26 5G,3999000,"PONDOK AREN, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/samsung-galaxy-a26-5g-iid-935794712
Banten,Samsung Galaxy A16 5G,3399000,"PONDOK AREN, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/samsung-galaxy-a16-5g-iid-935794154
Banten,Iphone 15 pro max 256 ex ibox,15500000,"TANGERANG KOTA, BANTEN",https://www.olx.co.id/item/iphone-15-pro-max-256-ex-ibox-iid-940885326
Banten,Dibeli samsung fold 7 flip 7 new seken infoin cocok gas langsung yu co,20000000,"CILEDUG, TANGERANG KOTA",https://www.olx.co.id/item/dibeli-samsung-fold-7-flip-7-new-seken-infoin-cocok-gas-langsung-yu-co-iid-931244646
Banten,beli iphone 16 pro dan 16 pro max baru seken ibox resmi tawarin gas yu,17000000,"SERPONG, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/beli-iphone-16-pro-dan-16-pro-max-baru-seken-ibox-resmi-tawarin-gas-yu-iid-911118092
Banten,Iphone 15 Pro Max 256GB 100% Original Like New Free Airpod Pro Gen 2,15799000,"BUMI SERPONG DAMAI, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/iphone-15-pro-max-256gb-100-original-like-new-free-airpod-pro-gen-2-iid-941625242
Banten,Samsung Galaxy A16 LTE,2699000,"PONDOK AREN, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/samsung-galaxy-a16-lte-iid-935758286
Banten,Samsung Galaxy S25 Edge,19499000,"PONDOK AREN, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/samsung-galaxy-s25-edge-iid-935795178
Banten,Samsung Galaxy Z Fold6,22999000,"PONDOK AREN, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/samsung-galaxy-z-fold6-iid-935831788
Banten,Samsung Galaxy A56 5G,6199000,"PONDOK AREN, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/samsung-galaxy-a56-5g-iid-935713222
Banten,Samsung Galaxy A06,1299000,"PONDOK AREN, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/samsung-galaxy-a06-iid-935754518
Banten,Samsung Galaxy A06 5G,2199000,"PONDOK AREN, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/samsung-galaxy-a06-5g-iid-935755146
Banten,Samsung Galaxy S24 FE,7999000,"PONDOK AREN, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/samsung-galaxy-s24-fe-iid-935831273
Banten,Samsung Galaxy A16 LTE 8/128 MULUS 100% (BATANGAN),1600000,"CILEDUG, TANGERANG KOTA",https://www.olx.co.id/item/samsung-galaxy-a16-lte-8128-mulus-100-batangan-iid-942163732
Banten,Redmi Note 12 4G 6/128,1500000,"CILEGON, CILEGON KOTA",https://www.olx.co.id/item/redmi-note-12-4g-6128-iid-942163723
Banten,TECNO CAMON 40 PRO 5G 8 256GB,3500000,"TIGARAKSA, TANGERANG KAB.",https://www.olx.co.id/item/tecno-camon-40-pro-5g-8-256gb-iid-942163714
Banten,TERMURAH Iphone 14 promax 128gb FULLSET no 14 promax 512gb 13 promax,9700000,"CIPONDOH, TANGERANG KOTA",https://www.olx.co.id/item/termurah-iphone-14-promax-128gb-fullset-no-14-promax-512gb-13-promax-iid-942163680
Banten,Iphone 16 Plus 128GB bisa kredit tanpa DP,16399000,"TANGERANG, TANGERANG KOTA",https://www.olx.co.id/item/iphone-16-plus-128gb-bisa-kredit-tanpa-dp-iid-934594235
Banten,Iphone 16 Promax 256Gb iBox On Garansi,18700000,"BUMI SERPONG DAMAI, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/iphone-16-promax-256gb-ibox-on-garansi-iid-942163569
Banten,membeli iphone 15 15 plus 15 pro max series iphone lain juga beli kita,15000000,"BATUCEPER, TANGERANG KOTA",https://www.olx.co.id/item/membeli-iphone-15-15-plus-15-pro-max-series-iphone-lain-juga-beli-kita-iid-890971249
Banten,cari iphone tipe apa aja baru seken ibox inter tawarin 17 16 15 promax,24000000,"CIPONDOH, TANGERANG KOTA",https://www.olx.co.id/item/cari-iphone-tipe-apa-aja-baru-seken-ibox-inter-tawarin-17-16-15-promax-iid-920575027
Banten,Iphone 17 15 pro max 16 plus siap di beli cpt tawarkan,15000000,"PAMULANG, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/iphone-17-15-pro-max-16-plus-siap-di-beli-cpt-tawarkan-iid-917715947
Banten,Di beli harga tinggi samsung s25ultra series all tipe baru seken gasss,15000000,"PAMULANG, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/di-beli-harga-tinggi-samsung-s25ultra-series-all-tipe-baru-seken-gasss-iid-931243205
Banten,"Iphone 16 128Gb iBox New Segel , Bisa Tuker Tambah",14500000,"BUMI SERPONG DAMAI, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/iphone-16-128gb-ibox-new-segel-bisa-tuker-tambah-iid-942163567
Banten,Xiaomi 14 12/256. no TTBT,7200000,"PAMULANG, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/xiaomi-14-12256-no-ttbt-iid-934147577
Banten,iPhone 11 128GB Inter Whitelist,3800000,"CILEDUG, TANGERANG KOTA",https://www.olx.co.id/item/iphone-11-128gb-inter-whitelist-iid-942163479
Banten,iphone 11 purple,3700000,"CILEDUG, TANGERANG KOTA",https://www.olx.co.id/item/iphone-11-purple-iid-942163458
Banten,Google pixel 10 pro XL 256GB,23000000,"PERIUK, TANGERANG KOTA",https://www.olx.co.id/item/google-pixel-10-pro-xl-256gb-iid-942163405
Banten,iPhone xs 256 beacukai,3200000,"TANGERANG, TANGERANG KOTA",https://www.olx.co.id/item/iphone-xs-256-beacukai-iid-942163393
Banten,Iphone 11 64 Gb Inter,2850000,"BATUCEPER, TANGERANG KOTA",https://www.olx.co.id/item/iphone-11-64-gb-inter-iid-939466756
Banten,SAMSUNG A56 5G 8/256 BARU SEGEL RESMI,5250000,"CIPONDOH, TANGERANG KOTA",https://www.olx.co.id/item/samsung-a56-5g-8256-baru-segel-resmi-iid-942163348
Banten,iPhone 12 internal 128gb,3800000,"PERIUK, TANGERANG KOTA",https://www.olx.co.id/item/iphone-12-internal-128gb-iid-942163299
Banten,Infinix GT 30 Pro 8/256GB Shadow Ash,3200000,"CIKUPA, TANGERANG KAB.",https://www.olx.co.id/item/infinix-gt-30-pro-8256gb-shadow-ash-iid-942163235
Banten,Iphone 16 256GB IBOX Hitam Fullset Like New,14000000,"KARANG TENGAH, TANGERANG KOTA",https://www.olx.co.id/item/iphone-16-256gb-ibox-hitam-fullset-like-new-iid-942163219
Banten,Iphone 12pro 128GB inter,5300000,"KARAWACI, TANGERANG KOTA",https://www.olx.co.id/item/iphone-12pro-128gb-inter-iid-942163137
Banten,Poco X3pro 8/256gb,1550000,"CIPUTAT TIMUR, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/poco-x3pro-8256gb-iid-942163111
Banten,Info info samsung s25 s25plus s25 ultra yg mau di jual baru seken gass,15000000,"TANGERANG, TANGERANG KOTA",https://www.olx.co.id/item/info-info-samsung-s25-s25plus-s25-ultra-yg-mau-di-jual-baru-seken-gass-iid-932600190
Banten,Iphone 15 Pro 128GB Blue Titanium,14000000,"PESANGGRAHAN, JAKARTA SELATAN",https://www.olx.co.id/item/iphone-15-pro-128gb-blue-titanium-iid-940425971
Banten,Samsung Z Fold 5 Icy Blue 256 GB,9500000,"PAGEDANGAN, TANGERANG KAB.",https://www.olx.co.id/item/samsung-z-fold-5-icy-blue-256-gb-iid-942049522
Banten,Cari beli samsung Z fold 6 baru seken gas cuz tawarin yang pnya cod yu,12000000,"PONDOK AREN, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/cari-beli-samsung-z-fold-6-baru-seken-gas-cuz-tawarin-yang-pnya-cod-yu-iid-912027700
Banten,Vivo V40 Lite 8+8 GB RAM / 128gb,1950000,"KARANG TENGAH, TANGERANG KOTA",https://www.olx.co.id/item/vivo-v40-lite-88-gb-ram-128gb-iid-942163103
Banten,Apple iPhone 11 64GB 64 GB Ex Resmi GDN / iBox Black Like New,4350000,"GADING SERPONG, TANGERANG KOTA",https://www.olx.co.id/item/apple-iphone-11-64gb-64-gb-ex-resmi-gdn-ibox-black-like-new-iid-942163049
Banten,Samsung A33 5G Fullset no minus,1650000,"CILEDUG, TANGERANG KOTA",https://www.olx.co.id/item/samsung-a33-5g-fullset-no-minus-iid-942162942
Banten,Oppo f11 ram 4/64,750000,"PINANG (PENANG), TANGERANG KOTA",https://www.olx.co.id/item/oppo-f11-ram-464-iid-942162885
Banten,Apple iPhone 12 64GB 64 GB Ex Resmi iBox Perfect,5000000,"GADING SERPONG, TANGERANG KOTA",https://www.olx.co.id/item/apple-iphone-12-64gb-64-gb-ex-resmi-ibox-perfect-iid-942162866
Banten,Xiaomi 14T (Hp Secondary),5250000,"CILEDUG, TANGERANG KOTA",https://www.olx.co.id/item/xiaomi-14t-hp-secondary-iid-942162841
Banten,iPhone 13 128 resmi iBox,7500000,"JAMBE, TANGERANG KAB.",https://www.olx.co.id/item/iphone-13-128-resmi-ibox-iid-942162778
Banten,Apple iPhone 13 128GB 128 GB Ex Resmi iBox Midnight Fullset Like New,6800000,"GADING SERPONG, TANGERANG KOTA",https://www.olx.co.id/item/apple-iphone-13-128gb-128-gb-ex-resmi-ibox-midnight-fullset-like-new-iid-942162705
Banten,Samsung Galaxy S21 FE 5G SEIN 8/256 White Mantap 8GB 256GB,3000000,"GADING SERPONG, TANGERANG KOTA",https://www.olx.co.id/item/samsung-galaxy-s21-fe-5g-sein-8256-white-mantap-8gb-256gb-iid-942162663
Banten,Infinix gt 30 pro 12 512,4000000,"GADING SERPONG, TANGERANG KOTA",https://www.olx.co.id/item/infinix-gt-30-pro-12-512-iid-942162645
Banten,Iqoo z10 8+8/256 Fulset,2950000,"BATUCEPER, TANGERANG KOTA",https://www.olx.co.id/item/iqoo-z10-88256-fulset-iid-942162641
Banten,Jual cepat samsung note 10 plus 12/512 ex sein,3800000,"CIPONDOH, TANGERANG KOTA",https://www.olx.co.id/item/jual-cepat-samsung-note-10-plus-12512-ex-sein-iid-942162613
Banten,iPhone 11 pro inter ram /64,4400000,"PANONGAN, TANGERANG KAB.",https://www.olx.co.id/item/iphone-11-pro-inter-ram-64-iid-942162553
Banten,Cari samsung s25ultra s25 al baru seken infoin bos bayar cash langsung,15000000,"PONDOK AREN, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/cari-samsung-s25ultra-s25-al-baru-seken-infoin-bos-bayar-cash-langsung-iid-912027675
Banten,IPHONE 15 PLUS 256 GB PA/A,13000000,"PAGEDANGAN, TANGERANG KAB.",https://www.olx.co.id/item/iphone-15-plus-256-gb-paa-iid-940243354
Banten,Iphone 15 plus pink 128Gb,12000000,"BUMI SERPONG DAMAI, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/iphone-15-plus-pink-128gb-iid-941872494
Banten,Iphone 11 128 GB mulus,4200000,"TANGERANG SELATAN KOTA, BANTEN",https://www.olx.co.id/item/iphone-11-128-gb-mulus-iid-936077852
Banten,DIJUAL IPHONE XR 64 GB ALL SIM SECOND LIKE NEW,3000000,"BENDA, TANGERANG KOTA",https://www.olx.co.id/item/dijual-iphone-xr-64-gb-all-sim-second-like-new-iid-942162518
Banten,Samsung Z Fold 4 SEIN 12/256,8500000,"CURUG, TANGERANG KAB.",https://www.olx.co.id/item/samsung-z-fold-4-sein-12256-iid-942162511
Banten,REDMI NOTE 11 NFC,1100000,"CILEDUG, TANGERANG KOTA",https://www.olx.co.id/item/redmi-note-11-nfc-iid-942162508
Banten,samsung s20 ultra,3700000,"KARAWACI, TANGERANG KOTA",https://www.olx.co.id/item/samsung-s20-ultra-iid-942162499
Banten,SAMSUNG Z FOLD 3 5G RAM 12/512GB ORIGINAL SEIN MULUS FULLSHET SIAP,6750000,"PAMULANG, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/samsung-z-fold-3-5g-ram-12512gb-original-sein-mulus-fullshet-siap-iid-942162477
Banten,Iphone 15 pro max,13700000,"GADING SERPONG, TANGERANG KOTA",https://www.olx.co.id/item/iphone-15-pro-max-iid-942162450
Banten,Asus ROG Phone 6 5G 8/256 Ex Resmi + Aeroactive Cooler 8GB 256GB,4500000,"GADING SERPONG, TANGERANG KOTA",https://www.olx.co.id/item/asus-rog-phone-6-5g-8256-ex-resmi-aeroactive-cooler-8gb-256gb-iid-942162396
Banten,Samsung A52. 8/128,1600000,"SERPONG, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/samsung-a52-8128-iid-942162372
Banten,Iphone 13 pro 256GB ex inter hp cable aja,6750000,"KARAWACI, TANGERANG KOTA",https://www.olx.co.id/item/iphone-13-pro-256gb-ex-inter-hp-cable-aja-iid-942162336
Banten,Vivo Y19S 4/64 mulus fulset,1000000,"KARAWACI, TANGERANG KOTA",https://www.olx.co.id/item/vivo-y19s-464-mulus-fulset-iid-942162321
Banten,IPHONE 15 PRO MAX 512GB ORIGINAL MULUS NOMINUS FULLSHET,16650000,"CIPUTAT, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/iphone-15-pro-max-512gb-original-mulus-nominus-fullshet-iid-941369798
Banten,Realme XT 8/128,1500000,"BATUCEPER, TANGERANG KOTA",https://www.olx.co.id/item/realme-xt-8128-iid-942162240
Banten,Samsung a50s NFC 4/64,750000,"CILEDUG, TANGERANG KOTA",https://www.olx.co.id/item/samsung-a50s-nfc-464-iid-942162231
Banten,Xiaomi Redmi K90promax 5G 12/256gb,10500000,"CIBODAS, TANGERANG KOTA",https://www.olx.co.id/item/xiaomi-redmi-k90promax-5g-12256gb-iid-942079995
Banten,urgent iphone 17 promax series al tipe baru seken inter resmi ibox yu,24000000,"KARANG TENGAH, TANGERANG KOTA",https://www.olx.co.id/item/urgent-iphone-17-promax-series-al-tipe-baru-seken-inter-resmi-ibox-yu-iid-920578928
Banten,SAMSUNG Z FOLD 512 GB SEPERTI BARU,10000000,"BUMI SERPONG DAMAI, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/samsung-z-fold-512-gb-seperti-baru-iid-942042620
Banten,Beli samsung Z fold 7 flip 7 baru seken infoin bos ku bayar langsung,20000000,"GADING SERPONG, TANGERANG KOTA",https://www.olx.co.id/item/beli-samsung-z-fold-7-flip-7-baru-seken-infoin-bos-ku-bayar-langsung-iid-931244343
Banten,Saksung S21 FE 8/256 Second,3250000,"CILEDUG, TANGERANG KOTA",https://www.olx.co.id/item/saksung-s21-fe-8256-second-iid-942162203
Banten,ip xs 256gb (hitam),3150000,"PINANG (PENANG), TANGERANG KOTA",https://www.olx.co.id/item/ip-xs-256gb-hitam-iid-942162037
Banten,Oppo Reno 4 Pro White 8/256GB,1500000,"BATUCEPER, TANGERANG KOTA",https://www.olx.co.id/item/oppo-reno-4-pro-white-8256gb-iid-942161988
Banten,Xiaomi Note 14 5G 8/256GB,2300000,"PAMULANG, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/xiaomi-note-14-5g-8256gb-iid-942161865
Banten,Samsung a14 4/128 resmi msih bgus bnegt no minus resmi mlus bs tt,1375000,"KARAWACI, TANGERANG KOTA",https://www.olx.co.id/item/samsung-a14-4128-resmi-msih-bgus-bnegt-no-minus-resmi-mlus-bs-tt-iid-942161817
Banten,Hp Poco m7 ram 8/256 gb,1700000,"BENDA, TANGERANG KOTA",https://www.olx.co.id/item/hp-poco-m7-ram-8256-gb-iid-942161780
Banten,Iphone 11 pro 256 inter,4600000,"BATUCEPER, TANGERANG KOTA",https://www.olx.co.id/item/iphone-11-pro-256-inter-iid-942161618
Banten,Samsung Galaxy J1 mini Hp bekas murah seken second Hp Toko kios kantor,149900,"NEGLASARI, TANGERANG KOTA",https://www.olx.co.id/item/samsung-galaxy-j1-mini-hp-bekas-murah-seken-second-hp-toko-kios-kantor-iid-941358391
Banten,Samsung z fold 7 1tb sein fullset original berbonus mulus resmi,24699000,"CIPUTAT, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/samsung-z-fold-7-1tb-sein-fullset-original-berbonus-mulus-resmi-iid-942161571
Banten,Samsung S22 Ultra 12/256 Resmi SEIN,7300000,"CILEGON, CILEGON KOTA",https://www.olx.co.id/item/samsung-s22-ultra-12256-resmi-sein-iid-942161432
Banten,"Jual Bu, hp iPhone 11masih mulus pemakaian cwe nego tipis",3200000,"PONDOK AREN, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/jual-bu-hp-iphone-11masih-mulus-pemakaian-cwe-nego-tipis-iid-942161429
Banten,Samsung S23 Ultra 12/512 Resmi SEIN,9200000,"CILEGON, CILEGON KOTA",https://www.olx.co.id/item/samsung-s23-ultra-12512-resmi-sein-iid-942161398
Banten,Samsung Fold 5 12/512 Resmi SEIN,9500000,"CILEGON, CILEGON KOTA",https://www.olx.co.id/item/samsung-fold-5-12512-resmi-sein-iid-942161381
Banten,Beli iphone 15 pro max all series berikut tipe lain iphone lama nya yu,14000000,"PAMULANG, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/beli-iphone-15-pro-max-all-series-berikut-tipe-lain-iphone-lama-nya-yu-iid-877584060
Banten,Iphone 13 pro max 512gb ex ibox,13000000,"CIPUTAT, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/iphone-13-pro-max-512gb-ex-ibox-iid-941718339
Banten,Iphone 14 promax 256 ibox,13200000,"GADING SERPONG, TANGERANG KOTA",https://www.olx.co.id/item/iphone-14-promax-256-ibox-iid-942053781
Banten,Beli iphone 17 promax seken baru brikut tipe lain cod langsung di tmpt,24000000,"BUMI SERPONG DAMAI, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/beli-iphone-17-promax-seken-baru-brikut-tipe-lain-cod-langsung-di-tmpt-iid-899714453
Banten,Iphone 14 Pro 128,11000000,"TIGARAKSA, TANGERANG KAB.",https://www.olx.co.id/item/iphone-14-pro-128-iid-942161342
Banten,Vivo y19s pro ram 4+4/64gb fulset garansi on,1000000,"KELAPA DUA, TANGERANG KAB.",https://www.olx.co.id/item/vivo-y19s-pro-ram-4464gb-fulset-garansi-on-iid-942161316
Banten,IPhone 17 256 mulus garansi on panjang,16500000,"KARAWACI, TANGERANG KOTA",https://www.olx.co.id/item/iphone-17-256-mulus-garansi-on-panjang-iid-942161270
Banten,iPhone 11 - 128 Ex Intern,3800000,"PONDOK AREN, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/iphone-11-128-ex-intern-iid-942161267
Banten,Google pixel 6 pro jual cepet,4550000,"CIKUPA, TANGERANG KAB.",https://www.olx.co.id/item/google-pixel-6-pro-jual-cepet-iid-942161247
Banten,Samsung a51 6/128gb hp only,1200000,"PAMULANG, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/samsung-a51-6128gb-hp-only-iid-942161060
Banten,Infinix note 40 Pro 8+8/256 5G resmi msih bgus bs tker tmabb,2450000,"KARAWACI, TANGERANG KOTA",https://www.olx.co.id/item/infinix-note-40-pro-88256-5g-resmi-msih-bgus-bs-tker-tmabb-iid-942160957
Banten,"Samsung S21 FE 8/256 5G resmi mo minus, lecet2 aj bs tker tambh",3325000,"KARAWACI, TANGERANG KOTA",https://www.olx.co.id/item/samsung-s21-fe-8256-5g-resmi-mo-minus-lecet2-aj-bs-tker-tambh-iid-942160905
Banten,iPhone 13 128 iBox Midnight Mulus,7000000,"GADING SERPONG, TANGERANG KOTA",https://www.olx.co.id/item/iphone-13-128-ibox-midnight-mulus-iid-942160774
Banten,Samsung s24 fe 8/256 garansi on,6000000,"KARAWACI, TANGERANG KOTA",https://www.olx.co.id/item/samsung-s24-fe-8256-garansi-on-iid-942160765
Banten,Samsung A16 4G 8/128 garansi ON,2000000,"SINDANG JAYA, TANGERANG KAB.",https://www.olx.co.id/item/samsung-a16-4g-8128-garansi-on-iid-942160761
Banten,Jual hp seken murah,650000,"PANONGAN, TANGERANG KAB.",https://www.olx.co.id/item/jual-hp-seken-murah-iid-942160721
Banten,"Jual cepat ,bisa nego,garansi resmi",9000000,"CIBODAS, TANGERANG KOTA",https://www.olx.co.id/item/jual-cepat-bisa-negogaransi-resmi-iid-942160708
Banten,Urgentt dibeli Samsung fold 7 6 juga seri s24 s25 ultra flip,18000000,"TANGERANG, TANGERANG KOTA",https://www.olx.co.id/item/urgentt-dibeli-samsung-fold-7-6-juga-seri-s24-s25-ultra-flip-iid-861547412
Banten,beli iphone all tipe 15 14 promax berikut tipe lain 17 yuk cod gas bos,14000000,"CIPUTAT, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/beli-iphone-all-tipe-15-14-promax-berikut-tipe-lain-17-yuk-cod-gas-bos-iid-887130527
Banten,Iphone 14 promax 256gb,13500000,"SERPONG, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/iphone-14-promax-256gb-iid-942051203
Banten,15 16 Saya Belii iphone 14 pro max plus smua tipe iphone cod langsung,18500000,"BUMI SERPONG DAMAI, TANGERANG SELATAN KOTA",https://www.olx.co.id/item/15-16-saya-belii-iphone-14-pro-max-plus-smua-tipe-iphone-cod-langsung-iid-930978041
Banten,OPPO A60 NFC 8+8/128GB TERAWAT NOMINUS,1450000,"BALARAJA, TANGERANG KAB.",https://www.olx.co.id/item/oppo-a60-nfc-88128gb-terawat-nominus-iid-942160562
Banten,OPPO A17 RAM 8(4+4)64 MULUS ORIAN NOMINUS CISOKA,830000,"BALARAJA, TANGERANG KAB.",https://www.olx.co.id/item/oppo-a17-ram-84464-mulus-orian-nominus-cisoka-iid-942160443
Banten,samsung A71 ram 8/128gb orian normal mulus no minus jual hp aja,1450000,"CILEDUG, TANGERANG KOTA",https://www.olx.co.id/item/samsung-a71-ram-8128gb-orian-normal-mulus-no-minus-jual-hp-aja-iid-942160395
Banten,Jual santai iPhone 13,7500000,"TANGERANG, TANGERANG KOTA",https://www.olx.co.id/item/jual-santai-iphone-13-iid-942160385
